stateCode,stateNameEnglish,districtCode,districtNameEnglish,subdistrictCode,subdistrictNameEnglish,villageCode,villageNameEnglish,pincode
19,West Bengal,305,Bankura,2362,Bankura - II,327156,Khemua,722154
19,West Bengal,305,Bankura,2362,Bankura - II,327096,Kulmura,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327085,Kumaria,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327101,Kuraria,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327061,Ladadihi,722152
19,West Bengal,305,Bankura,2362,Bankura - II,327034,Malin Dasi,722132
19,West Bengal,305,Bankura,2362,Bankura - II,327088,Manoharpur,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327043,Maslia,722158
19,West Bengal,305,Bankura,2362,Bankura - II,327080,Mithila,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327098,Pashchim Ratanpur,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327146,Rasiknagarpur,722203
19,West Bengal,305,Bankura,2362,Bankura - II,327065,Sankarhati,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327104,Sendra,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327056,Shitladihi,722102
19,West Bengal,305,Bankura,2362,Bankura - II,327040,Sonadaha,722151
19,West Bengal,305,Bankura,2362,Bankura - II,327057,Tantkanali,722102
19,West Bengal,305,Bankura,2362,Bankura - II,327133,Teleghra,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327086,Tilabedya,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327138,Uparbanda,722155
19,West Bengal,305,Bankura,2362,Bankura - II,327108,Uparnarra,722155
19,West Bengal,305,Bankura,2363,Barjora,327335,Amthia,722203
19,West Bengal,305,Bankura,2363,Barjora,327342,Asansola,722203
19,West Bengal,305,Bankura,2363,Barjora,327260,Ashuria Madhabpur,722202
19,West Bengal,305,Bankura,2363,Barjora,327283,Bahadurpur,722203
19,West Bengal,305,Bankura,2363,Barjora,327214,Bamandihi,722202
19,West Bengal,305,Bankura,2363,Barjora,327352,Barkura,722203
19,West Bengal,305,Bankura,2363,Barjora,327235,Basudebpur (Uttar),722204
19,West Bengal,305,Bankura,2363,Barjora,327338,Belut,722203
19,West Bengal,305,Bankura,2363,Barjora,327205,Birsinghapur,722202
19,West Bengal,305,Bankura,2363,Barjora,327259,Bishanpur,722204
19,West Bengal,305,Bankura,2363,Barjora,327275,Dharampur,722202
19,West Bengal,305,Bankura,2363,Barjora,327324,Dhengakend,722203
19,West Bengal,305,Bankura,2363,Barjora,327296,Ekarya,722203
19,West Bengal,305,Bankura,2363,Barjora,327267,Gopkande,722203
19,West Bengal,305,Bankura,2363,Barjora,327331,Harishpur,722203
19,West Bengal,305,Bankura,2363,Barjora,327182,Jaysinghapur,722202
19,West Bengal,305,Bankura,2363,Barjora,327328,Joytunga,722203
19,West Bengal,305,Bankura,2363,Barjora,327184,Kadasol,722202
19,West Bengal,305,Bankura,2363,Barjora,327198,Kanchanpur,722202
19,West Bengal,305,Bankura,2363,Barjora,327181,Kishoripur,722203
19,West Bengal,305,Bankura,2363,Barjora,327193,Koch Kunda,722202
19,West Bengal,305,Bankura,2363,Barjora,327344,Kodma,722202
19,West Bengal,305,Bankura,2363,Barjora,327294,Kururiya Balarampur,722202
19,West Bengal,305,Bankura,2363,Barjora,327227,Kusumgarya,722208
19,West Bengal,305,Bankura,2363,Barjora,327170,Monohar,722142
19,West Bengal,305,Bankura,2363,Barjora,327309,Nabasan,722203
19,West Bengal,305,Bankura,2363,Barjora,327254,Naykona,722204
19,West Bengal,305,Bankura,2363,Barjora,327211,Paharpur,722202
19,West Bengal,305,Bankura,2363,Barjora,327222,Pakhanna Pratappur,722208
19,West Bengal,305,Bankura,2363,Barjora,327164,Pingrui,722142
19,West Bengal,305,Bankura,2363,Barjora,327341,Purushottampur,722207
19,West Bengal,305,Bankura,2363,Barjora,327248,Radhaballavpur,722208
19,West Bengal,305,Bankura,2363,Barjora,327284,Ratganj Madhabpur,722203
19,West Bengal,305,Bankura,2363,Barjora,327207,Ronalejora,722202
19,West Bengal,305,Bankura,2363,Barjora,327307,Sonagara,722203
19,West Bengal,305,Bankura,2363,Barjora,327262,Talanjuri,722202
19,West Bengal,305,Bankura,2363,Barjora,327173,Tikargram,722202
19,West Bengal,305,Bankura,2359,Chhatna,326508,Amdiha,722137
19,West Bengal,305,Bankura,2359,Chhatna,326350,Asurabad,723121
19,West Bengal,305,Bankura,2359,Chhatna,326543,Bahara,722137
19,West Bengal,305,Bankura,2359,Chhatna,326490,Balarampur,722137
19,West Bengal,305,Bankura,2359,Chhatna,326470,Bamankuli,722132
19,West Bengal,305,Bankura,2359,Chhatna,326583,Bandardihi,722139
19,West Bengal,305,Bankura,2359,Chhatna,326500,Bangaon,722137
19,West Bengal,305,Bankura,2359,Chhatna,326418,Banjurya,722137
19,West Bengal,305,Bankura,2359,Chhatna,326623,Banpusra,722136
19,West Bengal,305,Bankura,2359,Chhatna,326505,Barabanagram,722137
19,West Bengal,305,Bankura,2359,Chhatna,326476,Bhalai Diha,722139
19,West Bengal,305,Bankura,2359,Chhatna,326504,Bindajam,722137
19,West Bengal,305,Bankura,2359,Chhatna,326439,Bishkodar,722132
19,West Bengal,305,Bankura,2359,Chhatna,326382,Burat,722137
19,West Bengal,305,Bankura,2359,Chhatna,326605,Buripara,722139
19,West Bengal,305,Bankura,2359,Chhatna,326381,Chak Chaki,722132
19,West Bengal,305,Bankura,2359,Chhatna,326607,Daldali,722136
19,West Bengal,305,Bankura,2359,Chhatna,326618,Danmari,722136
19,West Bengal,305,Bankura,2359,Chhatna,326600,Deul Bherya,722137
19,West Bengal,305,Bankura,2359,Chhatna,326386,Deulbhira,722137
19,West Bengal,305,Bankura,2359,Chhatna,326533,Dhagara,722139
19,West Bengal,305,Bankura,2359,Chhatna,326530,Dhengagora,722137
19,West Bengal,305,Bankura,2359,Chhatna,326538,Garbana,722137
19,West Bengal,305,Bankura,2359,Chhatna,326479,Ghar Mora,722139
19,West Bengal,305,Bankura,2359,Chhatna,326509,Gursagra,722137
19,West Bengal,305,Bankura,2359,Chhatna,326408,Haridihi,722137
19,West Bengal,305,Bankura,2359,Chhatna,326412,Hausibad,722137
19,West Bengal,305,Bankura,2359,Chhatna,326584,Hetyatora,722137
19,West Bengal,305,Bankura,2359,Chhatna,326355,Jalhari,722132
19,West Bengal,305,Bankura,2359,Chhatna,326445,Jaljalia Banshol,722133
19,West Bengal,305,Bankura,2359,Chhatna,326356,Jamthol,722137
19,West Bengal,305,Bankura,2359,Chhatna,326570,Jharia Madhabpur,722132
19,West Bengal,305,Bankura,2359,Chhatna,326606,Jibanpur Bankati,722132
19,West Bengal,305,Bankura,2359,Chhatna,326379,Jirra,722137
19,West Bengal,305,Bankura,2359,Chhatna,326383,Jorhira,722137
19,West Bengal,305,Bankura,2359,Chhatna,326409,Kalipur,722137
19,West Bengal,305,Bankura,2359,Chhatna,326465,Kallaiberia,722132
19,West Bengal,305,Bankura,2359,Chhatna,326449,Karra,722132
19,West Bengal,305,Bankura,2359,Chhatna,326521,Katharia,722137
19,West Bengal,305,Bankura,2359,Chhatna,326353,Kendbede,723121
19,West Bengal,305,Bankura,2359,Chhatna,326624,Lakshmanpur,722136
19,West Bengal,305,Bankura,2359,Chhatna,326456,Mujra Kundi,722132
19,West Bengal,305,Bankura,2359,Chhatna,326501,Murgabani,722137
19,West Bengal,305,Bankura,2359,Chhatna,326634,Noadihi,722132
19,West Bengal,305,Bankura,2359,Chhatna,326595,Painsabad,722136
19,West Bengal,305,Bankura,2359,Chhatna,326542,Palla,722137
19,West Bengal,305,Bankura,2359,Chhatna,326611,Pathan Berya,722136
19,West Bengal,305,Bankura,2359,Chhatna,326372,Radhaballavpur,722137
19,West Bengal,305,Bankura,2359,Chhatna,326499,Rajadal,722137
19,West Bengal,305,Bankura,2359,Chhatna,326494,Ranagora,722139
19,West Bengal,305,Bankura,2359,Chhatna,326612,Saparda,722136
19,West Bengal,305,Bankura,2359,Chhatna,326572,Shaldiha,722139
19,West Bengal,305,Bankura,2359,Chhatna,326420,Shirpura,722137
19,West Bengal,305,Bankura,2359,Chhatna,326628,Shunri Chitra,722136
19,West Bengal,305,Bankura,2359,Chhatna,326424,Shushunia Jamthol,722132
19,West Bengal,305,Bankura,2359,Chhatna,326566,Simla,722137
19,West Bengal,305,Bankura,2359,Chhatna,326432,Siuli Bana,722137
19,West Bengal,305,Bankura,2359,Chhatna,326617,Tentuibad,723121
19,West Bengal,305,Bankura,2359,Chhatna,326520,Tilajuri,722137
19,West Bengal,305,Bankura,2358,Gangajalghati,326198,Adwitpur,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326324,Arbat,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326330,Atarya,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326248,Balikhun,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326260,Bamundiha,722202
19,West Bengal,305,Bankura,2358,Gangajalghati,326210,Bankdaha,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326320,Barajuri,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326231,Beldanga,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326340,Bhatla Para,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326318,Bhiringi,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326313,Birra,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326329,Brindabanpur,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326238,Chururi,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326219,Damra,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326333,Dhabani Gobindapur,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326188,Duberdanga,722142
19,West Bengal,305,Bankura,2358,Gangajalghati,326216,Durlabhpur,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326257,Jamshala,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326335,Kantabani,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326255,Khajuri,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326312,Khopaganj,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326218,Kudra,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326214,Machh Banda,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326303,Madhabpur,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326319,Malkonra,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326289,Maraya,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326296,Nabagram,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326217,Nidhirampur,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326195,Panktor,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326247,Rajamela,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326322,Ramkanali,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326305,Ramnagar,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326339,Shimlagar,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326271,Shirsha,722133
19,West Bengal,305,Bankura,2358,Gangajalghati,326343,Srirampur,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326338,Tentulia Danga,722203
19,West Bengal,305,Bankura,2358,Gangajalghati,326285,Thumkonra,722143
19,West Bengal,305,Bankura,2358,Gangajalghati,326268,Ukhra Dihi,722133
19,West Bengal,305,Bankura,2374,Hirbandh,329160,Amjhuri,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329212,Bagaldhara,722140
19,West Bengal,305,Bankura,2374,Hirbandh,329173,Barkania,722121
19,West Bengal,305,Bankura,2374,Hirbandh,329183,Basudebpur,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329162,Chaka Doba,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329182,Chanpasol,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329129,Deuli,722121
19,West Bengal,305,Bankura,2374,Hirbandh,329191,Dhajamanipur,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329187,Husum Danga,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329175,Jamdahara,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329225,Khandarani,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329123,Khayer Kundi,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329127,Malian,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329163,Sitarampur,722136
19,West Bengal,305,Bankura,2374,Hirbandh,329203,Uparhir,722121
19,West Bengal,305,Bankura,2360,Indpur,326765,Bagdiha,722136
19,West Bengal,305,Bankura,2360,Indpur,326772,Bajora,722136
19,West Bengal,305,Bankura,2360,Indpur,326682,Barajorda,722173
19,West Bengal,305,Bankura,2360,Indpur,326731,Beldangra,722136
19,West Bengal,305,Bankura,2360,Indpur,326654,Beliagara,722136
19,West Bengal,305,Bankura,2360,Indpur,326708,Benahar,722173
19,West Bengal,305,Bankura,2360,Indpur,326778,Bhaluka,722136
19,West Bengal,305,Bankura,2360,Indpur,326697,Bhalukbasa,722173
19,West Bengal,305,Bankura,2360,Indpur,326647,Bhalukchal,722136
19,West Bengal,305,Bankura,2360,Indpur,326798,Chhotakeehanda,722121
19,West Bengal,305,Bankura,2360,Indpur,326671,Damodarpur,722136
19,West Bengal,305,Bankura,2360,Indpur,326784,Dhengakend,722136
19,West Bengal,305,Bankura,2360,Indpur,326766,Dhobagere,722136
19,West Bengal,305,Bankura,2360,Indpur,326840,Dhuniagar,722121
19,West Bengal,305,Bankura,2360,Indpur,326718,Garduara,722136
19,West Bengal,305,Bankura,2360,Indpur,326659,Gilirbona,722136
19,West Bengal,305,Bankura,2360,Indpur,326684,Gopaldi,722173
19,West Bengal,305,Bankura,2360,Indpur,326691,Gottarya,722173
19,West Bengal,305,Bankura,2360,Indpur,326808,Gunnath,722121
19,West Bengal,305,Bankura,2360,Indpur,326823,Harishchandrapur,722136
19,West Bengal,305,Bankura,2360,Indpur,326737,Hetyapathar,722121
19,West Bengal,305,Bankura,2360,Indpur,326777,Indpur,722136
19,West Bengal,305,Bankura,2360,Indpur,326814,Kalpathar,722136
19,West Bengal,305,Bankura,2360,Indpur,326834,Karkota,722121
19,West Bengal,305,Bankura,2360,Indpur,326692,Kelera,722173
19,West Bengal,305,Bankura,2360,Indpur,326730,Kendbana,722173
19,West Bengal,305,Bankura,2360,Indpur,326680,Kendbanadhagra,722173
19,West Bengal,305,Bankura,2360,Indpur,326762,Krishnanagar,722136
19,West Bengal,305,Bankura,2360,Indpur,326848,Kurkutia,722121
19,West Bengal,305,Bankura,2360,Indpur,326807,Kurpa,722121
19,West Bengal,305,Bankura,2360,Indpur,326855,Kurusthalia,722121
19,West Bengal,305,Bankura,2360,Indpur,326665,Madhabpur,722173
19,West Bengal,305,Bankura,2360,Indpur,326817,Marlu,722136
19,West Bengal,305,Bankura,2360,Indpur,326812,Matranga,722136
19,West Bengal,305,Bankura,2360,Indpur,326795,Mauladanga,722121
19,West Bengal,305,Bankura,2360,Indpur,326733,Mayurnachna,722136
19,West Bengal,305,Bankura,2360,Indpur,326640,Narasing Dhara,722136
19,West Bengal,305,Bankura,2360,Indpur,326803,Nayada,722121
19,West Bengal,305,Bankura,2360,Indpur,326740,Nishchintapur,722136
19,West Bengal,305,Bankura,2360,Indpur,326723,Panjangara,722173
19,West Bengal,305,Bankura,2360,Indpur,326689,Patirdang,722173
19,West Bengal,305,Bankura,2360,Indpur,326752,Puara,722136
19,West Bengal,305,Bankura,2360,Indpur,326668,Purulia,722173
19,West Bengal,305,Bankura,2360,Indpur,326658,Raghudihi,722136
19,West Bengal,305,Bankura,2360,Indpur,326716,Rajudi,722136
19,West Bengal,305,Bankura,2360,Indpur,326806,Ramchandrapur,722121
19,West Bengal,305,Bankura,2360,Indpur,326729,Shaluka,722136
19,West Bengal,305,Bankura,2360,Indpur,326819,Sirishganjal,722136
19,West Bengal,305,Bankura,2360,Indpur,326669,Surulia,722173
19,West Bengal,305,Bankura,2360,Indpur,326810,Tentulia,722121
19,West Bengal,305,Bankura,2360,Indpur,326797,Uparkechanda,722136
19,West Bengal,305,Bankura,2360,Indpur,326661,Uttar Asanbani,722173
19,West Bengal,305,Bankura,2366,Indus,327827,Akui,722201
19,West Bengal,305,Bankura,2366,Indus,327815,Bagajal,722205
19,West Bengal,305,Bankura,2366,Indus,327746,Bangal Chak,722206
19,West Bengal,305,Bankura,2366,Indus,327731,Belbandbi,722205
19,West Bengal,305,Bankura,2366,Indus,327739,Chak Meral,722205
19,West Bengal,305,Bankura,2366,Indus,327786,Chak Rabia,722205
19,West Bengal,305,Bankura,2366,Indus,327782,Dhamur,722205
19,West Bengal,305,Bankura,2366,Indus,327719,Durgajal,722205
19,West Bengal,305,Bankura,2366,Indus,327765,Fatepur,722205
19,West Bengal,305,Bankura,2366,Indus,327718,Fatika,722205
19,West Bengal,305,Bankura,2366,Indus,327767,Jagaldwip,722205
19,West Bengal,305,Bankura,2366,Indus,327771,Karar Danga,722205
19,West Bengal,305,Bankura,2366,Indus,327787,Kharra,722205
19,West Bengal,305,Bankura,2366,Indus,327818,Mangalpur,722205
19,West Bengal,305,Bankura,2366,Indus,327783,Manoharpur,722205
19,West Bengal,305,Bankura,2366,Indus,327738,Meral,722205
19,West Bengal,305,Bankura,2366,Indus,327712,Palash Danga,722205
19,West Bengal,305,Bankura,2366,Indus,327747,Paschim Srirampur,722206
19,West Bengal,305,Bankura,2366,Indus,327748,Patraganti,722206
19,West Bengal,305,Bankura,2366,Indus,327831,Ratra,722201
19,West Bengal,305,Bankura,2366,Indus,327716,Rol,722205
19,West Bengal,305,Bankura,2366,Indus,327750,Sahisnara,722205
19,West Bengal,305,Bankura,2366,Indus,327832,Shalikona,722201
19,West Bengal,305,Bankura,2366,Indus,327781,Shuri Pushkarini,722205
19,West Bengal,305,Bankura,2368,Jaypur,328084,Angaria,722138
19,West Bengal,305,Bankura,2368,Jaypur,328013,Bagsara,722138
19,West Bengal,305,Bankura,2368,Jaypur,328063,Bajemaynapur,722138
19,West Bengal,305,Bankura,2368,Jaypur,328111,Banna,722154
19,West Bengal,305,Bankura,2368,Jaypur,328088,Belia,722122
19,West Bengal,305,Bankura,2368,Jaypur,328116,Bhandargar,722154
19,West Bengal,305,Bankura,2368,Jaypur,328032,Bhitsayer,722154
19,West Bengal,305,Bankura,2368,Jaypur,328105,Birampur,722154
19,West Bengal,305,Bankura,2368,Jaypur,328029,Chaltakonda,722138
19,West Bengal,305,Bankura,2368,Jaypur,328099,Chandipur,722154
19,West Bengal,305,Bankura,2368,Jaypur,328030,Daulatpur,722138
19,West Bengal,305,Bankura,2368,Jaypur,328056,Dighpar,722122
19,West Bengal,305,Bankura,2368,Jaypur,328075,Gaighata,722138
19,West Bengal,305,Bankura,2368,Jaypur,328021,Hajipur,722138
19,West Bengal,305,Bankura,2368,Jaypur,328142,Harinashuli,722138
19,West Bengal,305,Bankura,2368,Jaypur,328036,Hetia,722138
19,West Bengal,305,Bankura,2368,Jaypur,328132,Hijaldigha,722138
19,West Bengal,305,Bankura,2368,Jaypur,328140,Jadabnagar,722138
19,West Bengal,305,Bankura,2368,Jaypur,328095,Jangalmahal,722138
19,West Bengal,305,Bankura,2368,Jaypur,328127,Jhean,722154
19,West Bengal,305,Bankura,2368,Jaypur,328051,Kashipur,722138
19,West Bengal,305,Bankura,2368,Jaypur,328135,Mahaldanga,722141
19,West Bengal,305,Bankura,2368,Jaypur,328126,Nabasan,722122
19,West Bengal,305,Bankura,2368,Jaypur,328024,Padumpur,722138
19,West Bengal,305,Bankura,2368,Jaypur,328107,Parashe,722154
19,West Bengal,305,Bankura,2368,Jaypur,328110,Purusottampur,722154
19,West Bengal,305,Bankura,2368,Jaypur,328049,Rajganja,722138
19,West Bengal,305,Bankura,2368,Jaypur,328027,Rautkhanda,722138
19,West Bengal,305,Bankura,2368,Jaypur,328145,Rohilakon,722138
19,West Bengal,305,Bankura,2368,Jaypur,328045,Salda,722122
19,West Bengal,305,Bankura,2368,Jaypur,328065,Shayamsundarpur,722154
19,West Bengal,305,Bankura,2368,Jaypur,328073,Shiberdanga,722138
19,West Bengal,305,Bankura,2368,Jaypur,328097,Tandighi,722138
19,West Bengal,305,Bankura,2373,Khatra,328999,Bagjabra,722140
19,West Bengal,305,Bankura,2373,Khatra,328981,Ban Pukhuria,722140
19,West Bengal,305,Bankura,2373,Khatra,329010,Bansnala,722140
19,West Bengal,305,Bankura,2373,Khatra,329062,Bena,722140
19,West Bengal,305,Bankura,2373,Khatra,329063,Chaka,722140
19,West Bengal,305,Bankura,2373,Khatra,329087,Chandanpur,722173
19,West Bengal,305,Bankura,2373,Khatra,329032,Damodarpur,722140
19,West Bengal,305,Bankura,2373,Khatra,329060,Dhanara,722140
19,West Bengal,305,Bankura,2373,Khatra,329013,Harangara,722140
19,West Bengal,305,Bankura,2373,Khatra,329059,Hazamdihi,722140
19,West Bengal,305,Bankura,2373,Khatra,329057,Indkucha,722140
19,West Bengal,305,Bankura,2373,Khatra,329003,Jambeda,722140
19,West Bengal,305,Bankura,2373,Khatra,328961,Jasara,722140
19,West Bengal,305,Bankura,2373,Khatra,328969,Kankata,722140
19,West Bengal,305,Bankura,2373,Khatra,329089,Kankradara,722140
19,West Bengal,305,Bankura,2373,Khatra,329069,Kapaskhera,722140
19,West Bengal,305,Bankura,2373,Khatra,329095,Karra,722160
19,West Bengal,305,Bankura,2373,Khatra,328987,Khanr Bahal,722140
19,West Bengal,305,Bankura,2373,Khatra,329104,Khatra (Ct),722140
19,West Bengal,305,Bankura,2373,Khatra,328956,Mukundapur,722140
19,West Bengal,305,Bankura,2373,Khatra,328994,Mukut Manipur,722135
19,West Bengal,305,Bankura,2373,Khatra,328959,Paharapatpur,722140
19,West Bengal,305,Bankura,2373,Khatra,329073,Parashi Danga,722140
19,West Bengal,305,Bankura,2373,Khatra,328955,Pirra Bakra,722140
19,West Bengal,305,Bankura,2373,Khatra,329086,Saluka,722140
19,West Bengal,305,Bankura,2373,Khatra,329082,Sial Pahari,722148
19,West Bengal,305,Bankura,2373,Khatra,328983,Tantikata,722148
19,West Bengal,305,Bankura,2373,Khatra,329070,Tiring,722140
19,West Bengal,305,Bankura,2367,Kotulpur,327980,Algutina,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327872,Asude,722122
19,West Bengal,305,Bankura,2367,Kotulpur,327959,Aswinkota,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327937,Banmukha,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327923,Bener Chak,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327894,Bhagalpur,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327967,Bhelaighata,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327913,Chak Chand,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327957,Chak Mahammad,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327860,Dharapat,722154
19,West Bengal,305,Bankura,2367,Kotulpur,327915,Gachhgere,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327898,Gobindpur,722141
19,West Bengal,305,Bankura,2367,Kotulpur,328004,Haldi,722161
19,West Bengal,305,Bankura,2367,Kotulpur,327841,Jaljala,722154
19,West Bengal,305,Bankura,2367,Kotulpur,327844,Jhneia,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327982,Kachara,722161
19,West Bengal,305,Bankura,2367,Kotulpur,327891,Khundanga,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327908,Lakshmanhati,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327975,Lallbazar,722141
19,West Bengal,305,Bankura,2367,Kotulpur,328006,Masinapur,722161
19,West Bengal,305,Bankura,2367,Kotulpur,328002,Metelsair,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327940,Muidara,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327987,Nabagram,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327919,Padma,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327873,Piritchak,722122
19,West Bengal,305,Bankura,2367,Kotulpur,327927,Radhamadhabpur,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327890,Rampur,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327846,Ranahat,722154
19,West Bengal,305,Bankura,2367,Kotulpur,327945,Sahabazchak,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327918,Shimdal,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327921,Shyampur,722141
19,West Bengal,305,Bankura,2367,Kotulpur,327933,Sri Ram Pur,722141
19,West Bengal,305,Bankura,2357,Mejhia,326183,Asanbani,722143
19,West Bengal,305,Bankura,2357,Mejhia,326112,Banskunri,722143
19,West Bengal,305,Bankura,2357,Mejhia,326113,Benakanali,722143
19,West Bengal,305,Bankura,2357,Mejhia,326109,Bhara,722143
19,West Bengal,305,Bankura,2357,Mejhia,326136,Dhoba,722143
19,West Bengal,305,Bankura,2357,Mejhia,326144,Gopalganja,722143
19,West Bengal,305,Bankura,2357,Mejhia,326146,Indara,722143
19,West Bengal,305,Bankura,2357,Mejhia,326178,Japamali,722143
19,West Bengal,305,Bankura,2357,Mejhia,326130,Kansara,722143
19,West Bengal,305,Bankura,2357,Mejhia,326128,Khaerbani,722143
19,West Bengal,305,Bankura,2357,Mejhia,326159,Ramkrishnapur,722143
19,West Bengal,305,Bankura,2357,Mejhia,326152,Raydi,722143
19,West Bengal,305,Bankura,2357,Mejhia,326179,Sarama,722143
19,West Bengal,305,Bankura,2357,Mejhia,326117,Shyamapur,722143
19,West Bengal,305,Bankura,2357,Mejhia,326139,Shyampur,722143
19,West Bengal,305,Bankura,2370,Onda,328567,Agarda,722144
19,West Bengal,305,Bankura,2370,Onda,328365,Aguri Band Punisol,722144
19,West Bengal,305,Bankura,2370,Onda,328395,Angadpur,722144
19,West Bengal,305,Bankura,2370,Onda,328379,Baga Khulya Monoharpur,722152
19,West Bengal,305,Bankura,2370,Onda,328335,Balguma,722144
19,West Bengal,305,Bankura,2370,Onda,328557,Bar Magura,722147
19,West Bengal,305,Bankura,2370,Onda,328546,Baruipara,722144
19,West Bengal,305,Bankura,2370,Onda,328510,Betajora,722157
19,West Bengal,305,Bankura,2370,Onda,328530,Bhagabanpur,722144
19,West Bengal,305,Bankura,2370,Onda,328404,Bhimpur,722144
19,West Bengal,305,Bankura,2370,Onda,328320,Binodnagar,722144
19,West Bengal,305,Bankura,2370,Onda,328519,Chabra,722144
19,West Bengal,305,Bankura,2370,Onda,328326,Chakgopalpur,722144
19,West Bengal,305,Bankura,2370,Onda,328314,Chandramonipur,722144
19,West Bengal,305,Bankura,2370,Onda,328529,Charuikunr,722144
19,West Bengal,305,Bankura,2370,Onda,328526,Churamanipur,722144
19,West Bengal,305,Bankura,2370,Onda,328538,Damodarbati,722144
19,West Bengal,305,Bankura,2370,Onda,328360,Dhabani,722144
19,West Bengal,305,Bankura,2370,Onda,328444,Dhagarya,722144
19,West Bengal,305,Bankura,2370,Onda,328377,Dhengakend,722144
19,West Bengal,305,Bankura,2370,Onda,328367,Dubrakon,722152
19,West Bengal,305,Bankura,2370,Onda,328382,Ekaria,722144
19,West Bengal,305,Bankura,2370,Onda,328329,Goaladangar,722152
19,West Bengal,305,Bankura,2370,Onda,328583,Gopinathpur,722144
19,West Bengal,305,Bankura,2370,Onda,328524,Horra,722144
19,West Bengal,305,Bankura,2370,Onda,328414,Indkata,722144
19,West Bengal,305,Bankura,2370,Onda,328408,Jagannathpur,722144
19,West Bengal,305,Bankura,2370,Onda,328470,Jambedya,722144
